HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References
01214	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cacatua	haematuropygia	Philippine cockatoo										288	0.13	17.3	669	captivity	medium	questionable						669,732,820,979
01215	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cacatua	leadbeateri	Pink cockatoo										390		83	852	captivity	medium	acceptable						669,852,979
01216	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cacatua	moluccensis	Salmon-crested cockatoo										830		65.8	669	captivity	large	acceptable						491,669,979
01217	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cacatua	ophthalmica	Blue-eyed cockatoo										492		31.9	669	captivity	medium	acceptable						669,820,979
01218	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cacatua	pastinator	Western corella										637		26.3	669	captivity	small	acceptable						669,820
01219	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cacatua	sanguinea	Little corella										350	0.165	46.9	669	captivity	medium	acceptable						669,732,979
01220	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cacatua	sulphurea	Yellow-crested cockatoo										340	0.138	49.7	669	captivity	medium	acceptable						491,669,732,979
01221	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cacatua	tenuirostris	Long-billed corella										567		43	669	captivity	medium	acceptable						669,820
01222	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Callocephalon	fimbriatum	Gang-gang cockatoo										256		27.5	669	captivity	medium	acceptable						669,820,979
01223	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Calyptorhynchus	banksii	Banksian cockatoo										723.7		45.4	669	captivity	medium	acceptable						669,820,979
01224	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Calyptorhynchus	baudinii	Long-billed black cockatoo										620		47	669	captivity	small	acceptable						669,820
01225	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Calyptorhynchus	funereus	Yellow-tailed black cockatoo										678.5	0.124	41	669	captivity	medium	acceptable						669,732,820
01226	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Calyptorhynchus	lathami	Glossy black cockatoo										437				unknown	medium	low						820,979
01227	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Chalcopsitta	atra	Black lory										260		17.5	669	captivity	small	acceptable						669
01228	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Chalcopsitta	sintillata	Yellow-streaked lory										190		19.7	669	captivity	medium	acceptable						669,820
01229	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Charmosyna	papou	Papuan lorikeet										83		11.3	669	captivity	medium	acceptable						669,820,979
01230	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Conuropsis	carolinensis	Carolina parakeet			22		2.5	1				100		30	445	captivity	small	acceptable						445
01231	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Coracopsis	nigra	Black parrot										193.5		34.1	669	captivity	medium	acceptable						669,820
01232	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Coracopsis	vasa	Vasa parrot										525		53.9	669	captivity	medium	acceptable						669,820
01233	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cyanoliseus	patagonus	Patagonian conure										278		19.5	669	captivity	large	acceptable						669,820,979
01234	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cyanopsitta	spixii	Spix's macaw										200		27	669	captivity	small	acceptable						669,820
01235	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cyanoramphus	auriceps	Yellow-fronted parakeet										46		9.3	669	captivity	medium	acceptable						669,820
01236	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cyanoramphus	novaezelandiae	Red-fronted parakeet										92.6		12.4	669	captivity	medium	acceptable						669,820,979
01237	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Deroptyus	accipitrinus	Red-fan parrot										246		21.8	575	captivity	medium	acceptable						575,669,820,979
01238	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Diopsittaca	nobilis	Red-shouldered macaw										151		22.9	669	captivity	small	acceptable						669,820
01239	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Eclectus	roratus	Eclectus parrot										440	0.128	28.5	669	captivity	large	acceptable						669,732,979
01240	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Enicognathus	leptorhynchus	Slender-billed parakeet										193		15.3	669	captivity	small	acceptable						669,820
01241	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Eolophus	roseicapilla	Galah										300	0.173	40	575	captivity	large	acceptable			1.248	268.7		435,575,732,979
01242	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Eos	bornea	Red lory										156		24.7	669	captivity	medium	acceptable						669,820,979
01243	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Eos	cyanogenia	Black-winged lory										167		18.1	669	captivity	tiny	acceptable						669,820
01244	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Eos	histrio	Red-and-blue lory												15.2	669	captivity	small	acceptable						669
01245	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Eos	reticulata	Blue-streaked lory												16.6	669	captivity	medium	acceptable						669,979
01246	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Eos	squamata	Violet-necked lory												16.5	669	captivity	small	acceptable						669
01247	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Eunymphicus	cornutus	Horned parakeet										130		19.7	575	captivity	small	acceptable						575,820
01248	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Forpus	coelestis	Pacific parrotlet										26.2		10.4	669	captivity	medium	acceptable						669,820,979
01249	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Forpus	cyanopygius	Mexican parrotlet										33.5		10.5	669	captivity	small	acceptable						669,820
01250	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Forpus	passerinus	Green-rumped parrotlet										24	0.235	11.6	669	captivity	small	acceptable						669,732
01251	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Forpus	xanthops	Yellow-faced parrotlet												10.5	669	captivity	small	acceptable						669
01252	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Glossopsitta	concinna	Musk lorikeet										70.8		11.5	669	captivity	medium	acceptable						669,820,979
01253	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Glossopsitta	porphyrocephala	Purple-crowned lorikeet										44		12	669	captivity	small	acceptable						669,979
01254	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Graydidascalus	brachyurus	Short-tailed parrot										159		13.2	669	captivity	small	acceptable						669,820
01255	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Guaruba	guarouba	Golden conure										250		23.2	669	captivity	small	acceptable						669,979
01256	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Loriculus	galgulus	Blue-crowned hanging parrot										28		14.3	669	captivity	medium	acceptable						669,820,979
01257	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Loriculus	philippensis	Colasisi										34.9		10.1	669	captivity	tiny	acceptable						669,820
01258	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Loriculus	vernalis	Vernal hanging parrot										35.7		10.1	669	captivity	small	acceptable						669,820
01259	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Lorius	domicella	Purple-naped lory										182		26	669	captivity	medium	acceptable						669,820
01260	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Lorius	garrulus	Chattering lory										143		26.6	669	captivity	medium	acceptable						669,820,979
01261	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Lorius	lory	Black-capped lory										177		18.5	669	captivity	medium	acceptable						669,820,979
01262	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Melopsittacus	undulatus	Budgerigar	180	180	18		5					30	0.231	21	669	captivity	large	high			0.3035	25.2	314.15	62,403,405,425,444,669,732
01263	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Myiopsitta	monachus	Monk parakeet	730	730	31		7	2		4.76		81.7	0.244	22.1	669	captivity	large	acceptable			0.5189	80.4		425,444,445,669,732
01264	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nandayus	nenday	Nanday parakeet										128		18.7	669	captivity	medium	acceptable						669,820,979
01265	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Neophema	chrysostoma	Blue-winged parrot										46.1		21	669	captivity	small	acceptable						669,820,979
01266	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Neophema	pulchella	Turquoise parrot										41.4		21	669	captivity	medium	acceptable						669,820,979
01267	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Neophema	splendida	Scarlet-chested parrot										38.6		14	669	captivity	medium	acceptable						669,820,979
01268	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Neopsephotus	bourkii	Bourke's parrot										45		12.6	669	captivity	small	acceptable						669,979
01269	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	meridionalis	Kaka										429				unknown	small	low						669,820,979
01270	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	notabilis	Kea										867.5		47	669	captivity	medium	acceptable						669,820,979
01271	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Northiella	haematogaster	Bluebonnet										86.2		15.3	669	captivity	small	acceptable						669,820,979
01272	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nymphicus	hollandicus	Cockatiel										90		35	669	captivity	large	acceptable						669,979
01273	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Phigys	solitarius	Collared lory										83.6				unknown	small	low						669,820,979
01274	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pionites	leucogaster	White-bellied parrot										155		26	669	captivity	medium	acceptable						669,820,979
01275	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pionites	melanocephalus	Black-headed parrot										149		22.6	669	captivity	small	acceptable						669,820
01276	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pionopsitta	pileata	Pileated parrot										119		16.8	669	captivity	tiny	acceptable						669,820
01277	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pionus	maximiliani	Scaly-headed parrot										293		16.2	669	captivity	medium	acceptable						669,820,979
01278	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pionus	menstruus	Blue-headed parrot										251		20.6	669	captivity	medium	acceptable						669,820
01279	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Platycercus	elegans	Crimson rosella										124.5		26.8	669	captivity	medium	acceptable						669,820
01280	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Platycercus	eximius	Eastern rosella										104		27.4	669	captivity	medium	acceptable						669,820,979
01281	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Platycercus	icterotis	Western rosella										63.3		13.2	669	captivity	small	questionable						669,820,979
01282	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Platycercus	venustus	Northern rosella										89.5		19.1	669	captivity	tiny	acceptable						669,820
01283	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	cryptoxanthus	Brown-headed parrot										140		32.1	669	captivity	medium	acceptable						669,820
01284	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	gulielmi	Red-fronted parrot										275		21	669	captivity	medium	acceptable						669,820
01285	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	meyeri	Brown parrot										117.5		34.2	575	captivity	medium	acceptable						575,820
01286	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	robustus	Brown-necked parrot										344		29.7	669	captivity	medium	acceptable						669,820,979
01287	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	rueppellii	Ruppel's parrot										116		34.3	669	captivity	small	acceptable						669,820
01288	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	rufiventris	Red-bellied parrot										120		33.4	575	captivity	medium	acceptable						575,820
01289	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	senegalus	Senegal parrot										155		40	669	captivity	large	acceptable						669
01290	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Polytelis	alexandrae	Alexandra's parrot										104		23.9	669	captivity	medium	acceptable						669,820,979
01291	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Polytelis	anthopeplus	Regent parrot										170		13.8	669	captivity	medium	acceptable						669,820,979
01292	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Polytelis	swainsonii	Superb parrot										153		15.1	669	captivity	medium	acceptable						669,820,979
01293	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Primolius	maracana	Blue-winged macaw										256		31	669	captivity	small	acceptable						669,820,979
01294	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Probosciger	aterrimus	Palm cockatoo										841		56.3	669	captivity	medium	acceptable						669,820
01295	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Prosopeia	personata	Masked shining parrot												11.8	669	captivity	small	acceptable						669
01296	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Prosopeia	splendens	Crimson shining parrot												20.1	669	captivity	small	acceptable						669
01297	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Prosopeia	tabuensis	Red shining parrot										232	0.162			unknown	tiny	low						669,732,820,979
01298	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psephotus	dissimilis	Hooded parrot										55		18	669	captivity	small	acceptable						669
01299	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psephotus	haematonotus	Red-rumped parrot										61.4		12.2	669	captivity	medium	acceptable						669,820,979
01300	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psephotus	varius	Mulga parrot										61.5		11.8	669	captivity	small	acceptable						669,820,979
01301	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pseudeos	fuscata	Dusky lory										149		13.4	669	captivity	medium	acceptable						669,820,979
01302	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psilopsiagon	aymara	Grey-hooded parakeet										30		8.5	669	captivity	small	acceptable						669,820
01303	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	alexandri	Red-breasted parakeet										147		23.3	669	captivity	medium	acceptable						669,820
01304	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	calthropae	Layard's parakeet												14	669	captivity	small	questionable						669
01305	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	columboides	Malabar parakeet														unknown	small	low						669
01306	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	cyanocephala	Plum-headed parakeet										66		18.8	669	captivity	medium	questionable						669,820,979
01307	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	eupatria	Alexandrine parakeet										255		30	669	captivity	medium	acceptable						669,979
01308	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	krameri	Rose-ringed parakeet										128		34	575	captivity	large	acceptable						575,669,979
01309	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittaculirostris	desmarestii	Large fig parrot										117		14.9	669	captivity	tiny	acceptable						669,820
01310	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittaculirostris	edwardsii	Edward's fig parrot												12	669	captivity	small	acceptable						669,979
01311	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittaculirostris	salvadorii	Salvadori's fig parrot										118		12	669	captivity	tiny	acceptable						669,820
01312	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacus	erithacus	Grey parrot										333	0.128	49.7	669	captivity	large	acceptable						575,669,732,820,821,979,1185
01313	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psitteuteles	goldiei	Goldie's lorikeet										51				unknown	small	low						669,979
01314	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psitteuteles	iris	Iris lorikeet												24.1	669	captivity	small	acceptable						669,979
01315	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittinus	cyanurus	Blue-rumped parrot											0.124	10.2	669	captivity	small	questionable						669,732
01316	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittrichas	fulgidus	Pesquet's parrot										865		25	669	captivity	medium	acceptable						669,820,979
01317	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Purpureicephalus	spurius	Red-capped parrot										116		15.3	669	captivity	small	acceptable						669,820,979
01318	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pyrrhura	leucotis	White-eared conure												18.5	669	captivity	small	acceptable						669
01319	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pyrrhura	perlata	Crimson-bellied parakeet										87		14.3	669	captivity	small	acceptable						669,979
01320	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Rhynchopsitta	pachyrhyncha	Thick-billed parrot	730	730	26		3	1				360		33	669	captivity	medium	acceptable						445,669
01321	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Strigops	habroptila	Kakapo	3650	1825	30		2.5					1750		60	493	captivity	small	acceptable						492,493,820
01322	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Tanygnathus	megalorynchos	Great-billed parrot										325		23	575	captivity	small	acceptable						575,820
01323	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Tanygnathus	sumatranus	Blue-backed parrot										270.5		14.4	669	captivity	small	acceptable						669,820,979
01324	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Trichoglossus	euteles	Olive-headed lorikeet										73.7		16	669	captivity	small	acceptable						669,820,979
01325	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Trichoglossus	haematodus	Rainbow lorikeet										115.1		16.1	669	captivity	large	questionable						669,820,979
